MSE
5.0279006652553804e-11
3.362621307373047
3.0941515346180593e-16
0.48835647106170654
2.8762507207501144e-15
6.265661166987568e-12
2.0395096473214275e-13
1.2320272579913194e-10
8.778493293643919e-16
4.654397700587509e-10
