,obs_every,mse_mean,mse_std
0,20,0.021887632086873055,0.0
1,10,0.005050524603575468,0.0
2,8,0.0023370517883449793,0.0
3,4,0.00032518297666683793,0.0
4,2,3.6777958030143054e-06,0.0
5,1,1.3955187228020804e-07,0.0
