3.131313131313131493e+00	-9.863407754592738372e-03	5.414378804212971463e-01	5.775093781311095853e-01	9.540650945355955148e-01	2.566265798073183646e+02
3.232323232323232709e+00	-8.907397518324743427e-03	5.383905720031704201e-01	5.721801548790476089e-01	9.573030196057980001e-01	2.723815691917525896e+02
3.333333333333333037e+00	-8.047451076298794276e-03	5.355800826628872580e-01	5.672687805490954638e-01	9.602638510374923442e-01	2.888921158597966041e+02
3.434343434343434254e+00	-7.274004565240268366e-03	5.329890811525428429e-01	5.627410570136662793e-01	9.629740195736368191e-01	3.061797708675272816e+02
3.535353535353535470e+00	-6.578378605025361585e-03	5.306013221871649366e-01	5.585656442405891875e-01	9.654572993415512228e-01	3.242659672575082368e+02
3.636363636363636687e+00	-5.952708210540507035e-03	5.284016116098610993e-01	5.547138213107620786e-01	9.677350820885565197e-01	3.431720109518894333e+02
3.737373737373737903e+00	-5.389876191281199255e-03	5.263757374853733628e-01	5.511592385145277495e-01	9.698266227795633299e-01	3.629190554703379803e+02
3.838383838383838231e+00	-4.883451776281558590e-03	5.245103698614461685e-01	5.478776600159069865e-01	9.717492580692563831e-01	3.835280531633295595e+02
3.939393939393939448e+00	-4.427635536317037733e-03	5.227929433739155751e-01	5.448467084636413604e-01	9.735185993739551291e-01	4.050196833849371956e+02
4.040404040404040664e+00	-4.017210597960447875e-03	5.212115506910315332e-01	5.420456371395458994e-01	9.751487029535227391e-01	4.274142721173422501e+02
4.141414141414141881e+00	-3.647498721786544048e-03	5.197548856841207598e-01	5.394551664559934512e-01	9.766522205063358220e-01	4.507317355593875163e+02
4.242424242424242209e+00	-3.314318371650435378e-03	5.184122749891784121e-01	5.370574216580712434e-01	9.780405349594493147e-01	4.749915946905259716e+02
4.343434343434343425e+00	-3.013941032758343797e-03	5.171738165880450655e-01	5.348359887547210478e-01	9.793238868005605946e-01	5.002131063264927775e+02
4.444444444444444642e+00	-2.743042498086956885e-03	5.160306000500297641e-01	5.327760618692037875e-01	9.805114956827384320e-01	5.264155247698818130e+02
4.545454545454545858e+00	-2.498648222152212873e-03	5.149749225148282372e-01	5.308645947630774575e-01	9.816116795295958264e-01	5.536184404027430901e+02
4.646464646464646187e+00	-2.278076058579926472e-03	5.140003618120793094e-01	5.290903167285840869e-01	9.826319690249118999e-01	5.818420514977685798e+02
4.747474747474747403e+00	-2.078884522229917323e-03	5.131015631072245453e-01	5.274434682007934638e-01	9.835792103841970446e-01	6.111071580419386464e+02
4.848484848484848619e+00	-1.898837656891544422e-03	5.122736781154747510e-01	5.259151943120230488e-01	9.844596461465568993e-01	6.414346927632674351e+02
4.949494949494949836e+00	-1.735895593780589687e-03	5.115115763691542305e-01	5.244967153172032104e-01	9.852789654581642909e-01	6.728447897477766446e+02
5.050505050505050164e+00	-1.588231047911007037e-03	5.108091718609190091e-01	5.231786169050365309e-01	9.860423239079675328e-01	7.053557303429740841e+02
5.151515151515151381e+00	-1.454257841244703921e-03	5.101593426057260405e-01	5.219507377712860885e-01	9.867543469931924216e-01	7.389834569662288004e+02
5.252525252525252597e+00	-1.332644532172251161e-03	5.095547940294262723e-01	5.208030051411329797e-01	9.874191443561178838e-01	7.737424168575643080e+02
5.353535353535353813e+00	-1.222284541755462453e-03	5.089897344655854861e-01	5.197270860351654864e-01	9.880403638886614548e-01	8.096479764611354994e+02
5.454545454545455030e+00	-1.122212202604759177e-03	5.084615282291461424e-01	5.187180189011526554e-01	9.886212971253860449e-01	8.467194888318816766e+02
5.555555555555555358e+00	-1.031490006381984492e-03	5.079710143027267311e-01	5.177745125968493678e-01	9.891650116994951114e-01	8.849818494539880476e+02
5.656565656565656575e+00	-9.491275938300884228e-04	5.075205199959565983e-01	5.168969412505801664e-01	9.896744511515449538e-01	9.244631945420437660e+02
5.757575757575757791e+00	-8.740973702789187495e-04	5.071100315488650256e-01	5.160834968465833894e-01	9.901524373320030881e-01	9.651883756723608485e+02
5.858585858585859008e+00	-8.054626946908488528e-04	5.067339082100219549e-01	5.153268868398227509e-01	9.906015586755109181e-01	1.007171732212098618e+03
5.959595959595959336e+00	-7.425456650940117113e-04	5.063813775170401543e-01	5.146148157519377930e-01	9.910240161000100079e-01	1.050415859158237936e+03
6.060606060606060552e+00	-6.849938453661074712e-04	5.060421939735108010e-01	5.139356335865149505e-01	9.914215665416297174e-01	1.094921363140171707e+03
6.161616161616161769e+00	-6.326384657596111462e-04	5.057143772102288271e-01	5.132860662522649164e-01	9.917956724922040168e-01	1.140703944234807523e+03
6.262626262626262985e+00	-5.851947176437169483e-04	5.054070552286078488e-01	5.126740512287238927e-01	9.921478092822394457e-01	1.187804317726773434e+03
6.363636363636363313e+00	-5.420387671614430988e-04	5.051330389503644325e-01	5.121113024629959654e-01	9.924796977202061665e-01	1.236275335715824667e+03
6.464646464646464530e+00	-5.023151396052791913e-04	5.048945808348291875e-01	5.115990573409449071e-01	9.927932083542772013e-01	1.286148321796202026e+03
6.565656565656565746e+00	-4.653700641904478770e-04	5.046756135049945691e-01	5.111203047462917759e-01	9.930899386945091223e-01	1.337408207297640729e+03
6.666666666666666075e+00	-4.311306363260088126e-04	5.044527152923727886e-01	5.106507448222867840e-01	9.933708398337544043e-01	1.390014364128185434e+03
6.767676767676768179e+00	-3.999600111201612011e-04	5.042194798879318096e-01	5.101831578740264606e-01	9.936363620027796051e-01	1.443965104922369619e+03
6.868686868686868507e+00	-3.719831296728881966e-04	5.039985171065016756e-01	5.097394045803622653e-01	9.938871293964591791e-01	1.499340894101162121e+03
6.969696969696969724e+00	-3.465610478629318840e-04	5.038195495298173343e-01	5.093485164598076098e-01	9.941244720221390496e-01	1.556252899775446394e+03
7.070707070707070940e+00	-3.226540224572709242e-04	5.036798588877356986e-01	5.090071307246289978e-01	9.943500741406424703e-01	1.614722687599688243e+03
7.171717171717171269e+00	-2.998563388592267401e-04	5.035370103906549044e-01	5.086722057265846697e-01	9.945649483252030354e-01	1.674641294809617420e+03
7.272727272727273373e+00	-2.788348961730135588e-04	5.033580871109186727e-01	5.083102562385440892e-01	9.947689959761925049e-01	1.735913843011054496e+03
7.373737373737373701e+00	-2.603325137642333053e-04	5.031715022975236096e-01	5.079491721458847531e-01	9.949619976378643038e-01	1.798646285114452439e+03
7.474747474747474918e+00	-2.438298226202234987e-04	5.030385693439557437e-01	5.076497871860380373e-01	9.951449523352872140e-01	1.863077170071213914e+03
7.575757575757576134e+00	-2.278947214603419587e-04	5.029612892488872777e-01	5.074136532107127451e-01	9.953197413167064189e-01	1.929249895368747275e+03
7.676767676767676463e+00	-2.121315220926503682e-04	5.028615186468911036e-01	5.071621970133030066e-01	9.954871901114872301e-01	1.996896037825483290e+03
7.777777777777777679e+00	-1.978527700129409578e-04	5.026956476018645814e-01	5.068514034663059720e-01	9.956463913655386744e-01	2.065849095524015866e+03
7.878787878787878896e+00	-1.859222205650266782e-04	5.025423178889794062e-01	5.065595459533100975e-01	9.957968497150995191e-01	2.136432441325105628e+03
7.979797979797979224e+00	-1.749439895673905363e-04	5.024853826704210880e-01	5.063701412483094799e-01	9.959402974325409774e-01	2.209031777100586623e+03
8.080808080808081328e+00	-1.633159209551638866e-04	5.024513369071692548e-01	5.062093602265331782e-01	9.960786607596775477e-01	2.283372071360701284e+03
8.181818181818181657e+00	-1.521425475189665743e-04	5.023167104642916048e-01	5.059534172805797425e-01	9.962111506361890356e-01	2.358908536272553647e+03
8.282828282828283761e+00	-1.433435980731997831e-04	5.021514096473955746e-01	5.056719309965688192e-01	9.963361350527485394e-01	2.435954186294379724e+03
8.383838383838384090e+00	-1.356965128011885938e-04	5.021147075944427662e-01	5.055239190793993087e-01	9.964550920022383629e-01	2.515301678718773474e+03
8.484848484848484418e+00	-1.268126447973317846e-04	5.021240883706552527e-01	5.054266177419874939e-01	9.965706579838652379e-01	2.596600520877809231e+03
8.585858585858586522e+00	-1.180792565704835874e-04	5.019865352535397562e-01	5.051867612842293465e-01	9.966816947127374871e-01	2.678871630924935744e+03
8.686868686868686851e+00	-1.119855303598462021e-04	5.018253377446726393e-01	5.049274154674607828e-01	9.967859367468484555e-01	2.762740760323022187e+03
8.787878787878787179e+00	-1.063883737912651236e-04	5.018516325911095421e-01	5.048595231964418950e-01	9.968857210208719177e-01	2.849399081728045985e+03
8.888888888888889284e+00	-9.888653049071727383e-05	5.018595470378643952e-01	5.047770144268053372e-01	9.969836460805650002e-01	2.937757372920655598e+03
8.989898989898989612e+00	-9.260547111669494339e-05	5.016626519622404690e-01	5.044932602363738638e-01	9.970767862547453841e-01	3.026715007820169831e+03
9.090909090909091717e+00	-8.894542027032054836e-05	5.015851470745880114e-01	5.043322935300222909e-01	9.971639081242915648e-01	3.118187219331298820e+03
9.191919191919192045e+00	-8.364238339636082518e-05	5.016924720051322284e-01	5.043594030174148868e-01	9.972494266043169242e-01	3.212661335872892778e+03
9.292929292929292373e+00	-7.734347466034960763e-05	5.015608596605104497e-01	5.041506527956023387e-01	9.973328633902426299e-01	3.307482333609082616e+03
9.393939393939394478e+00	-7.435982645265155108e-05	5.013802342306823423e-01	5.038958159401034642e-01	9.974100584641231171e-01	3.403827866049271961e+03
9.494949494949494806e+00	-7.096190422142889325e-05	5.015169046803711339e-01	5.039610822328340900e-01	9.974848605433134230e-01	3.504220933779899951e+03
9.595959595959595134e+00	-6.510444913169488048e-05	5.014622730842430709e-01	5.038377157862071742e-01	9.975594528489007962e-01	3.605223702848994435e+03
9.696969696969697239e+00	-6.253673781895552114e-05	5.012192120418359487e-01	5.035284533286470410e-01	9.976282219753646041e-01	3.706779701523884796e+03
9.797979797979797567e+00	-6.032505721310850747e-05	5.013771073029003045e-01	5.036225839072555610e-01	9.976941983384305379e-01	3.813240696119455606e+03
9.898989898989899672e+00	-5.493330942393050603e-05	5.013484656836654230e-01	5.035324997280331560e-01	9.977610326462084123e-01	3.920292055990543759e+03
1.000000000000000000e+01	-5.314832184620086762e-05	5.010758978676314035e-01	5.032006920415205142e-01	9.978220575042647811e-01	4.027399153919008768e+03
