0.000000000000000000e+00	-1.313710787131946167e-01	8.399894127837578273e-01	1.386105955578800453e+00	3.225123784917613423e-01	2.879962774075422516e+01
1.010101010101003283e-01	-1.326953705418148777e-01	8.265024205559853288e-01	1.318599353517064365e+00	3.752076964971057804e-01	3.103290572614892540e+01
2.020202020202024329e-01	-1.310119165203258162e-01	8.125386309989094391e-01	1.255678032741768035e+00	4.258486817368147825e-01	3.349120042424751631e+01
3.030303030303027612e-01	-1.271274548205446053e-01	7.981712064059324208e-01	1.197193798588430003e+00	4.738499529969577018e-01	3.617681571284848019e+01
4.040404040404048658e-01	-1.217095450942308060e-01	7.835358302182232615e-01	1.142959155988757525e+00	5.188671291352355830e-01	3.909469305425240293e+01
5.050505050505051940e-01	-1.152906351348305936e-01	7.687896385945285349e-01	1.092762167126481554e+00	5.607368363332209116e-01	4.225186007094557539e+01
6.060606060606055223e-01	-1.082838406868393832e-01	7.540874021922437942e-01	1.046376565600516395e+00	5.994269959048866836e-01	4.565705386744055971e+01
7.070707070707076269e-01	-1.010022218741760403e-01	7.395688577704990774e-01	1.003569278547373100e+00	6.349973573489484657e-01	4.932045860706669771e+01
8.080808080808079552e-01	-9.367763627453598585e-02	7.253529843744166428e-01	9.641062293905791059e-01	6.675691187092991363e-01	5.325351828067522320e+01
9.090909090909100598e-01	-8.647750808664017574e-02	7.115364330408777693e-01	9.277568058705020215e-01	6.973021190837350725e-01	5.746879923571842852e+01
1.010101010101010388e+00	-7.951899825656869036e-02	6.981943065758644540e-01	8.942972106553644940e-01	7.243780976639341285e-01	6.197988569568606465e+01
1.111111111111110716e+00	-7.288060894060352513e-02	6.853821526586506563e-01	8.635128629422980095e-01	7.489886807757517584e-01	6.680129705177864707e+01
1.212121212121212821e+00	-6.661149119426303111e-02	6.731384739543219142e-01	8.352000063406880281e-01	7.713269764193750877e-01	7.194841931885473230e+01
1.313131313131313149e+00	-6.073880112158301647e-02	6.614873447610954971e-01	8.091666705090697631e-01	7.915818731304461453e-01	7.743744553860295809e+01
1.414141414141413478e+00	-5.527344920506273990e-02	6.504409059271806237e-01	7.852331227171606143e-01	8.099343340049608431e-01	8.328532153085225787e+01
1.515151515151515582e+00	-5.021455346782149887e-02	6.400016234588262742e-01	7.632319301045942250e-01	8.265551398864148247e-01	8.950969451569513069e+01
1.616161616161615910e+00	-4.555286166442953921e-02	6.301642652002652500e-01	7.430077356862061499e-01	8.416036678496309209e-01	9.612886292694174983e+01
1.717171717171718015e+00	-4.127336167421957053e-02	6.209175901311220214e-01	7.244168330630695873e-01	8.552273953938358542e-01	1.031617263189737628e+02
1.818181818181818343e+00	-3.735725749042548977e-02	6.122457667615299748e-01	7.073266077719188027e-01	8.675619014991881039e-01	1.106277347013682117e+02
1.919191919191918672e+00	-3.378345236785761790e-02	6.041295477450584483e-01	6.916148980741305685e-01	8.787311973030726975e-01	1.185468369606514187e+02
2.020202020202020776e+00	-3.052965098702464450e-02	5.965472316802217234e-01	6.771693151011515255e-01	8.888482655920442177e-01	1.269394282728212886e+02
2.121212121212121104e+00	-2.757316839566346586e-02	5.894754430241507803e-01	6.638865516691978552e-01	8.980157229592858892e-01	1.358262965922332626e+02
2.222222222222222321e+00	-2.489151422388578491e-02	5.828897589270506385e-01	6.516717006006604862e-01	9.063265441025005753e-01	1.452285684374107291e+02
2.323232323232323537e+00	-2.246280542104463207e-02	5.767652087493361224e-01	6.404375968033312327e-01	9.138648065249568297e-01	1.551676542986141669e+02
2.424242424242424754e+00	-2.026604877625318504e-02	5.710766687307865519e-01	6.301041923920889243e-01	9.207064275624384786e-01	1.656651940856818328e+02
2.525252525252525082e+00	-1.828132510550191381e-02	5.657991711341359142e-01	6.205979705229943688e-01	9.269198755056341499e-01	1.767430031421367289e+02
2.626262626262626299e+00	-1.648989967012174512e-02	5.609081443780721266e-01	6.118514010874950282e-01	9.325668436204507250e-01	1.884230194990898610e+02
2.727272727272727515e+00	-1.487427769008498740e-02	5.563795982587410593e-01	6.038024397295724821e-01	9.377028808390778236e-01	2.007272532504922822e+02
2.828282828282828731e+00	-1.341821937870711461e-02	5.521902662772568693e-01	5.963940705368575568e-01	9.423779763616889626e-01	2.136777392006607954e+02
2.929292929292929060e+00	-1.210672547874039502e-02	5.483177151952270956e-01	5.895738919349435836e-01	9.466370977815439236e-01	2.272964942272752751e+02
3.030303030303030276e+00	-1.092600161619135084e-02	5.447404300181339920e-01	5.832937444822035022e-01	9.505206839197388735e-01	2.416054810186309112e+02
