y+, tke, epsilon, grad_u_11, grad_u_12, grad_u_13, grad_u_21, grad_u_22, grad_u_23, grad_u_31, grad_u_32, grad_u_33, uu_11, uu_12, uu_13, uu_21, uu_22, uu_23, uu_31, uu_32, uu_33, u_1, u_2, u_3
0.000000000000000000e+00 2.179567238738694851e-34 2.517127002020433935e-01 0.000000000000000000e+00 9.999999999999998890e-01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 1.509945016220431994e-34 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 2.849189461256958136e-34 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
2.765729439839074207e-03 9.624620887160460858e-07 2.515842666795907734e-01 0.000000000000000000e+00 9.999972356421351627e-01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 1.341024401271959042e-06 -2.162830023471563127e-11 0.000000000000000000e+00 -2.162830023471563127e-11 9.232769096936697411e-15 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 5.838997669273642076e-07 2.765725617133860201e-03 0.000000000000000000e+00 0.000000000000000000e+00
1.382854016425900077e-02 2.403668238405783057e-05 2.510739147849144204e-01 0.000000000000000000e+00 9.999861752418770511e-01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 3.351622327912694702e-05 -2.706425522426997164e-09 0.000000000000000000e+00 -2.706425522426997164e-09 5.750532684850958603e-12 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 1.455713573845602959e-05 1.382844458687292055e-02 0.000000000000000000e+00 0.000000000000000000e+00
3.871946291763556786e-02 1.880146520915856097e-04 2.499449115225103879e-01 0.000000000000000000e+00 9.999612361812738603e-01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 2.626071231595127954e-04 -5.955458784427440938e-08 0.000000000000000000e+00 -5.955458784427440938e-08 3.507267051801630826e-10 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 1.134218302969532046e-04 3.871871306724335854e-02 0.000000000000000000e+00 0.000000000000000000e+00
8.296899329076778962e-02 8.598614978389978493e-04 2.480009525328381870e-01 0.000000000000000000e+00 9.999164637380788534e-01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 1.204591713100391969e-03 -5.884895271080348989e-07 0.000000000000000000e+00 -5.884895271080348989e-07 7.293990120801096789e-09 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 5.151239885874827435e-04 8.296554035143105521e-02 0.000000000000000000e+00 0.000000000000000000e+00
1.521068776879944129e-01 2.872331626885200970e-03 2.451149370118549942e-01 0.000000000000000000e+00 9.998442493847886636e-01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 4.042497478422349411e-03 -3.650006032563008041e-06 0.000000000000000000e+00 -3.650006032563008041e-06 8.065319796816871813e-08 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 1.702085122150085068e-03 1.520951733346186108e-01 0.000000000000000000e+00 0.000000000000000000e+00
2.516618993246350078e-01 7.795558525790434803e-03 2.412551231460718093e-01 0.000000000000000000e+00 9.997315874361384358e-01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 1.104335695386770948e-02 -1.668320922772530024e-05 0.000000000000000000e+00 -1.668320922772530024e-05 5.861158108652951409e-07 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 4.547173981902295423e-03 2.516291874263023032e-01 0.000000000000000000e+00 0.000000000000000000e+00
3.871616642597545122e-01 1.824364281372400920e-02 2.364981845745036115e-01 0.000000000000000000e+00 9.995511042389080281e-01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 2.606994658534013062e-02 -6.146762710021535603e-05 0.000000000000000000e+00 -6.146762710021535603e-05 3.149546037480441011e-06 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 1.041418949607040949e-02 3.870807860800715150e-01 0.000000000000000000e+00 0.000000000000000000e+00
5.613666580367413506e-01 3.782827139466748978e-02 2.310961140326535934e-01 0.000000000000000000e+00 9.992479211326145139e-01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 5.464432791827075753e-02 -1.900230311192483118e-04 0.000000000000000000e+00 -1.900230311192483118e-04 1.320151107891894975e-05 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 2.099901335998529892e-02 5.611825616824661633e-01 0.000000000000000000e+00 0.000000000000000000e+00
7.742701388503129278e-01 7.081579617939573468e-02 2.253707643240049907e-01 0.000000000000000000e+00 9.987180556272499121e-01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 1.036010799640969954e-01 -5.062137030063627993e-04 0.000000000000000000e+00 -5.062137030063627993e-04 4.479966916546451766e-05 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 3.798571272552903055e-02 7.738731657635867789e-01 0.000000000000000000e+00 0.000000000000000000e+00
1.025863867248056893e+00 1.220893249475606956e-01 2.195376601092718927e-01 0.000000000000000000e+00 9.977763317033164769e-01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 1.811641094009454056e-01 -1.195072133669948088e-03 0.000000000000000000e+00 -1.195072133669948088e-03 1.280522848596507871e-04 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 6.288648820931640182e-02 1.025034151098282109e+00 0.000000000000000000e+00 0.000000000000000000e+00
1.316138106449227907e+00 1.969769837298951110e-01 2.136614097464961115e-01 0.000000000000000000e+00 9.961228512907722710e-01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 2.967860144386593180e-01 -2.556330145092160829e-03 0.000000000000000000e+00 -2.556330145092160829e-03 3.184164767140252109e-04 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 9.684953654441678939e-02 1.314439536316204027e+00 0.000000000000000000e+00 0.000000000000000000e+00
1.645081622720975023e+00 3.010093010285119219e-01 2.076440537770156136e-01 0.000000000000000000e+00 9.933111838537267424e-01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 4.607926662048991151e-01 -5.036235016585591424e-03 0.000000000000000000e+00 -5.036235016585591424e-03 7.062468983145331119e-04 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 1.405196889538102012e-01 1.641675513754498050e+00 0.000000000000000000e+00 0.000000000000000000e+00
2.012681685813765942e+00 4.395434845769671250e-01 2.012639979025309112e-01 0.000000000000000000e+00 9.887288867828111227e-01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 6.836945555859291757e-01 -9.247040375995798506e-03 0.000000000000000000e+00 -9.247040375995798506e-03 1.424410543187457990e-03 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 1.939680030248177034e-01 2.006025067961819897e+00 0.000000000000000000e+00 0.000000000000000000e+00
2.418924069453697090e+00 6.171988672277671784e-01 1.942750574447691114e-01 0.000000000000000000e+00 9.816041263540290496e-01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 9.750482268661867513e-01 -1.596040439950796933e-02 0.000000000000000000e+00 -1.596040439950796933e-02 2.651876275584762101e-03 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 2.566976313137628862e-01 2.406319147763257948e+00 0.000000000000000000e+00 0.000000000000000000e+00
2.863793051893217978e+00 8.371014538048735520e-01 1.865457988535391964e-01 0.000000000000000000e+00 9.710508879765910040e-01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 1.341868248854144019e+00 -2.606220755776804052e-02 0.000000000000000000e+00 -2.606220755776804052e-02 4.611936728560457263e-03 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 3.277227220270423902e-01 2.840767269143609219e+00 0.000000000000000000e+00 0.000000000000000000e+00
3.347271416519292053e+00 1.100034993338885103e+00 1.781829837076565892e-01 0.000000000000000000e+00 9.561573252840114279e-01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 1.786799855453214958e+00 -4.046423762740117280e-02 0.000000000000000000e+00 -4.046423762740117280e-02 7.564879484801987665e-03 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 4.057052517397533031e-01 3.306793649095791210e+00 0.000000000000000000e+00 0.000000000000000000e+00
3.869340452520090956e+00 1.403702231675715062e+00 1.695720945885690889e-01 0.000000000000000000e+00 9.361083294819351197e-01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 2.306484537435321780e+00 -5.998165227327244969e-02 0.000000000000000000e+00 -5.998165227327244969e-02 1.179610376172014925e-02 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 4.891238221543883768e-01 3.800915234338344995e+00 0.000000000000000000e+00 0.000000000000000000e+00
4.429979955608904341e+00 1.742348356232142903e+00 1.613015541586182988e-01 0.000000000000000000e+00 9.103195410361341056e-01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 2.890652883651553040e+00 -8.519898472977194270e-02 0.000000000000000000e+00 -8.519898472977194270e-02 1.760150575999928912e-02 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 5.764423230527337960e-01 4.318699674816374845e+00 0.000000000000000000e+00 0.000000000000000000e+00
5.029168228805792396e+00 2.106941532261556116e+00 1.539969887861663000e-01 0.000000000000000000e+00 8.785523748082522122e-01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 3.522362825557897814e+00 -1.163551110608672945e-01 0.000000000000000000e+00 -1.163551110608672945e-01 2.527221025208122029e-02 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 6.662480287131330448e-01 4.854831259744602612e+00 0.000000000000000000e+00 0.000000000000000000e+00
5.666882083277794635e+00 2.485951790055187960e+00 1.481372497799471888e-01 0.000000000000000000e+00 8.409821640027976830e-01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 4.179484912822039711e+00 -1.532750708167192888e-01 0.000000000000000000e+00 -1.532750708167192888e-01 3.508040120593614725e-02 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 7.573382660823992918e-01 5.403292661943505770e+00 0.000000000000000000e+00 0.000000000000000000e+00
6.343096839236118889e+00 2.866585025229916983e+00 1.439275184939436958e-01 0.000000000000000000e+00 7.982032863805248457e-01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 4.837153658473345885e+00 -1.953648816022273138e-01 0.000000000000000000e+00 -1.953648816022273138e-01 4.726729161549934194e-02 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 8.487491003709882742e-01 5.957645953716141918e+00 0.000000000000000000e+00 0.000000000000000000e+00
7.057786326890970408e+00 3.236195914367579807e+00 1.412703349854340096e-01 0.000000000000000000e+00 7.511712226736383391e-01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 5.470624555144658174e+00 -2.416694070181122089e-01 0.000000000000000000e+00 -2.416694070181122089e-01 6.203348111678851778e-02 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 9.397337924737136916e-01 6.511375345862861153e+00 0.000000000000000000e+00 0.000000000000000000e+00
7.810922887464707642e+00 3.583573576046874987e+00 1.398282116972471012e-01 0.000000000000000000e+00 7.010960584120352612e-01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 6.057906912752494932e+00 -2.909787856255465766e-01 0.000000000000000000e+00 -2.909787856255465766e-01 7.953138076836153980e-02 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 1.029708858572891961e+00 7.058242476028898871e+00 0.000000000000000000e+00 0.000000000000000000e+00
8.602477374262202048e+00 3.899864858007016988e+00 1.391379098069027986e-01 0.000000000000000000e+00 6.493108078304820063e-01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 6.581681431593633391e+00 -3.419600667610426248e-01 0.000000000000000000e+00 -3.419600667610426248e-01 9.985920845389453793e-02 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 1.118189075966506962e+00 7.592605263666388105e+00 0.000000000000000000e+00 0.000000000000000000e+00
9.432419153798731415e+00 4.179028194835558097e+00 1.387285158945220087e-01 0.000000000000000000e+00 5.971397201033389335e-01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 7.030270029579781088e+00 -3.932889057300555935e-01 0.000000000000000000e+00 -3.932889057300555935e-01 1.230562579634655040e-01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 1.204730102127870017e+00 8.109661983747017189e+00 0.000000000000000000e+00 0.000000000000000000e+00
1.030071610698541917e+01 4.417840338512514009e+00 1.382086576749649021e-01 0.000000000000000000e+00 5.457874093724588427e-01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 7.397690245915431007e+00 -4.437604821888428974e-01 0.000000000000000000e+00 -4.437604821888428974e-01 1.490995408504081077e-01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 1.288890890259188904e+00 8.605599256432149957e+00 0.000000000000000000e+00 0.000000000000000000e+00
