,mse_mean,mse_std,obs_every
0,0.003979952400550246,0.0017699568380889336,20
1,0.0015608921588864178,0.0006677747661668097,8
2,0.004098851152230054,0.0031955904949577726,10
3,0.0017402281286194921,0.0008279002668572057,4
4,0.0018919138936325907,0.0007075419315078522,2
5,0.002766226074891165,0.0026352619055687284,1
